Titulo,Autor,Fecha,Link,Introduccion
EN VIVO: Invade manada de jabalís fraccionamientos de la Tomas Valles,Iván C,"4 agosto, 2023",https://laparadadigital.com/en-vivo-invade-manada-de-jabalis-fraccionamientos-de-la-tomas-valles/,"Noticias de Chihuahua.-  Una movilización de Bomberos, sobre la calle Tomas Valles se presentó esta mañana donde reportaron a una manada de Jabalís, mismos que ingresaron hasta un fraccionamiento. El Cuerpo de Bomberos llegó rápidamente hasta el lugar, sin embargo los jabalís huyeron hasta diferentes construcciones, sin embargo la intención es asegurarlos para evitar un"
EN VIVO: Quedo atrapado en medio de los «popodrilos»,Iván C,"4 agosto, 2023",https://laparadadigital.com/quedo-atrapado-en-medio-de-los-popodrilos-en-la-industrial/,"Noticias de Chihuahua.- Esta mañana elementos de Bomberos, URGE y Policía Municipal rescataron a un hombre que paso toda la noche en el canal de aguas negras en la colonia Industrial, por razones desconocidas quedó atrapado en ese lugar. Los cuerpos de rescate y policía llegaron hasta las calles Pascual Orozco y Yucatán, donde a"
Omite alto y destruye dos autos en vialidad Los Nogales,Iván C,"3 agosto, 2023",https://laparadadigital.com/omite-alto-y-destruye-dos-autos-en-vialidad-los-nogales/,"Noticias de Chihuahua.- Un fuerte choque con cuantiosos daños materiales tuvo lugar al norte de la ciudad, sobre la vialidad Los Nogales y Paseos de Cafetales. El accidente se registró cuando la conductora se un auto Chevy omitió un alto y provocó el laminazo. Como resultado del accidente dos personas quedaron lesionadas, pero no fue"
Iniciarán hoy proyecto de bombardeo de nubes,Staff,"3 agosto, 2023",https://laparadadigital.com/iniciaran-hoy-proyecto-de-bombardeo-de-nubes/,"Noticias de Chihuahua.- A partir de hoy comenzará la aplicación del proyecto de estimulación de lluvias en el estado de Chihuahua, para la temporada de agosto y septiembre, debido a la falta de lluvias en toda la entidad. En rueda de prensa, el delegado de la Secretaría del Bienestar Juan Carlos Loera explicó que se"
EN VIVO: Acribillan a dos hombres en Quintas Carolinas,Iván C,"3 agosto, 2023",https://laparadadigital.com/acribillan-a-dos-hombres-en-quintas-carolinas/,"Noticias de Chihuahua.- Dos hombres fueron acribillados en la colonia Quintas Carolinas, fueron al menos dos sujetos los que dispararon en contra de sus víctimas. Los hechos se presentaron sobre las calles Monte Bárbaro y Monte Alpes, paramédicos llegaron escoltados por policías municipales y ministeriales. Luego de estabilizarlos fueron subidos a ambulancia para trasladarlos a"
Balean a mecánicos en la Campe; 1 muerto otro herido,Staff,"3 agosto, 2023",https://laparadadigital.com/balean-a-mecanicos-en-la-campe-1-muerto-otro-herido/,Noticias de Chihuahua.- Un ataque a balazos ocurrió esta tarde en un taller mecánico en la colonia Campesina que dejó como saldo un muerto y un herido. El ataque ocurrió en la calle Privada de Pensamientos y calle Orquídeas. Los responsables al parecer se dieron a la fuga en una troca de color negro. Aún
EN VIVO: Le da golpiza a su pareja en la Esperanza y se avienta a un arroyo,Iván C,"3 agosto, 2023",https://laparadadigital.com/en-vivo-le-da-golpiza-a-su-pareja-en-la-esperanza-y-se-avienta-a-un-arroyo/,"Noticias de Chihuahua.- Un supuesto secuestro movilizó a policías municipales, quienes se desplegaron hasta la colonia Esperanza en cuestión de minutos donde atendieron a una mujer que estaba golpeada al parecer en la calle. Al entrevistarse y auxiliarla, la mujer indicó que no se trató de privación de la libertad, sino que tuvo una discusión"
Ex diputados panista y verde en equipo #EsClaudia,Staff,"3 agosto, 2023",https://laparadadigital.com/ex-diputados-panista-y-verde-en-equipo-esclaudia/,"Noticias de Chihuahua.- El ex diputado del Partido Acción Nacional Miguel La Torre, como enlace con los empresarios, y el ex diputado del Partido Verde Ecologista de Mëxico Heber Quezada, como encargado del área de comunicación, fueron presentados hoy como parte del comité municipal del proyecto #EsClaudia en Chihuahua. En rueda de prensa se dijeron"
Identifican a encobijado; falta que detengan a los responsables,Staff,"3 agosto, 2023",https://laparadadigital.com/identifican-a-encobijado-falta-que-detengan-a-los-responsables/,"Noticias de Chihuahua.- El hombre asesinado localizado ayer en la mañana envuelto en una cobija ya fue identificado. Se sabe que se la víctima respondía al nombre de Rubén Jovany O, de 25 años de edad. El cuerpo fue hallado ayer en la mañana por un agente municipal que recorría una zona despoblada cercana a"
EN VIVO: Lo tiran maniatado en Granjas del Valle y le disparan hasta matarlo,Iván C,"3 agosto, 2023",https://laparadadigital.com/lo-tiran-maniatado-en-granjas-del-valle-y-le-disparan-hasta-matarlo/,"Noticias de Chihuahua.- Un hombre fue asesinado a tiros a plena luz del día en Granjas del Valle al norte de la ciudad, varios sujetos armados lo interceptaron y le dispararon en varias ocasiones. Fue entre las calles Valles de Tunas y Valle de San Miguel donde un sujeto fue localizado sin vida en plena"
Planeaban afectados de ARAS congestionar el Peri y Canal; «quieren su dinero ya»,Iván C,"3 agosto, 2023",https://laparadadigital.com/planeaban-afectados-de-aras-congestionar-el-peri-y-canal-quieren-su-dinero-ya/,"Noticias de Chihuahua.- Un grupo de aproximadamente 40 personas víctimas de la empresa ARAS se congregaron en las instalaciones de Smart en el Periférico de la Juventud para llevar a cabo una caravana que partiera desde ese punto hasta Palacio de Gobierno. Lo anterior para exigir a la mandataria Estatal, Maru Campos Galván que haga"
Prometió Bombero noche romántica a su pareja y le provoca un aborto,Iván C,"3 agosto, 2023",https://laparadadigital.com/prometio-bombero-noche-romantica-a-su-pareja-y-le-provoca-un-aborto/,"Noticias de Chihuahua.- Un elemento del Cuerpo de Bomberos está siendo acusado de haber violentado a su ex pareja, además de provocarle un aborto, sin que ella estuviera enterada o de acuerdo, por tal motivo será presentado ante la autoridad judicial el día de hoy a las 11 de la mañana. De acuerdo a la"
Chocan a urbano que levantaba pasaje; 8 lesionados,Staff,"3 agosto, 2023",https://laparadadigital.com/chocan-a-urbano-que-levantaba-pasaje-8-lesionados/,"Noticias de Chihuahua.- Un saldo de ocho lesionados dejó el choque de un camión de la empresa de Cementos de Chihuahua contra un autobús urbano. En las redes sociales se dio a conocer que el accidente que ocurrió esta mañana, cuando el autobús de pasajeros estaba detenido en doble fila subiendo pasaje y en ese"
Entamban a detenido por ataque a estatales en Rubio,Staff,"3 agosto, 2023",https://laparadadigital.com/entamban-a-detenido-por-ataque-a-estatales-en-rubio/,"Noticias de Chihuahua.- Un Juez de Control ordenó dejar en prisión preventiva al detenido por el ataque cometido contra agentes estatales en Rubio, municipio de Cuauhtémoc. La fiscalía informó que al detenido se le está acusando de los delitos de homicidio calificado en grado de tentativa y posesión de vehículo con reporte de robo. Luego"
Pasaría asesino de Alondra hasta 7 decadas; le dio 24 puñaladas,Iván C,"3 agosto, 2023",https://laparadadigital.com/pasaria-asesino-de-alondra-hasta-7-decadas-le-dio-24-punaladas/,"Ricardo, C. I. podría pasar casi 70 años en prisión, esto luego de asesinar de 24 puñaladas a Alondra L. el pasado fin de semana en plena vía pública, sobre la avenida Las Industrias y Mina La Princesa. La Jueza que tuvo de frente a Ricardo C. I. indicó que un caso como el de"
"Continuarán lluvias durante la tarde, con temperatura de hasta los 35 grados",Iván C,"3 agosto, 2023",https://laparadadigital.com/continuaran-lluvias-durante-la-tarde-con-temperatura-de-hasta-los-35-grados/,Noticias de Chihuahua. – Este jueves se registró una temperatura mínima de los 23 grados centígrados en la ciudad de Chihuahua con la presencia de algunos chubascos desde la madrugada y sigue el pronóstico para hoy por la tarde. Durante las próximas horas y conforme transcurra el día el termómetro llegará hasta los 35 grados
Caen 3 en carro robado; iban por otro,Staff,"3 agosto, 2023",https://laparadadigital.com/caen-3-en-carro-robado-iban-por-otro/,"Noticias de Chihuahua.-Policías de Seguridad Pública Municipal detuvieron a tres hombres que andaban en un carro robado y quienes presuntamente intentaron hurtar otra unidad, en la colonia Los Girasoles. Los hechos ocurrieron cuando se alertó a las unidades de emergencia del intento de robo de un vehículo y al realizar una búsqueda de los presuntos"
Ordena Maru frenar distribución de libros de texto en Chihuahua,Staff,"3 agosto, 2023",https://laparadadigital.com/ordena-maru-frenar-distribucion-de-libros-de-texto-en-chihuahua/,"Noticias de Chihuahua.- La gobernadora de Chihuahua, María Eugenia Campos Galván ―mejor conocida como Maru Campos―, ordenó a la Secretaría de Educación y Deporte de la entidad detener la distribución de los nuevos libros de texto gratuitos. Ante la polémica generada por los nuevos contenidos, la gobernadora Maru Campos informó que presentará un amparo ―como lo hizo el gobierno de"
Entra a la casa de su ex esposa y se quita la vida,Iván C,"2 agosto, 2023",https://laparadadigital.com/entra-a-la-casa-de-su-ex-esposa-y-se-quita-la-vida/,"Noticias de Chihuahua.- Un hombre decidió quitarse la vida de una manera dramática para su familia, esto cuando acudió a la casa de su ex esposa, para ingresar a uno de los cuartos y quitarse dispararse en la cabeza. Fue en un domicilio en la Guillermo Prieto Lujan e Hidroeléctrica Chicoasen donde Narciso al no"
Otra orden de aprehensión contra la subjefa municipal de NCG,Staff,"2 agosto, 2023",https://laparadadigital.com/otra-orden-de-aprehension-contra-la-subjefa-municipal-de-ncg/,"Noticias de Chihuahua.- Apenas la nombraron subdirectora de la Policía Municipal de Nuevo Casas Grandes, Clara Rossana A.V, fue detenida acusada de lesionar, amenazar y ejercer violencia familiar en contra tres mujeres, una de ellas su pareja sentimental y ahora la acusan de secuestro en grado de tentativa. La funcionaria, se encuentra recluida en el"
"Gobierno no es papá ni mamá, dice alcalde por fiestas Rave",Staff,"2 agosto, 2023",https://laparadadigital.com/gobierno-no-es-papa-ni-mama-dice-alcalde-por-fiestas-rave/,"Noticias de Chihuahua.- Aun cuando no señaló con cuál administración se estaba comparando, el presidente municipal de Chihuahua Marco Bonilla dijo que hoy “a diferencia de otras”, en su administración se hace coparticipe a los padres de familia de las conductas de los adolescentes y jóvenes, porque se trata de gobernar con perspectiva de familia,"
Plomazos en Villa Juárez; 3 muertos y dos heridos,Oscar K. Bermúdez,"2 agosto, 2023",https://laparadadigital.com/plomazos-en-villa-juarez-3-muertos-y-dos-heridos/,"Noticias de Chihuahua.- Un ataque a balazos en contra de cinco personas ocurrió esta tarde dentro de una casa en la colonia Villa Juárez; se reporta por el momento tres muertos y dos heridos, graves. Los hechos ocurrieron en el cruce de las calles Novena y Martín López. Al lugar llegaron policías de las diferentes"
Estatal ejecutado estaba de descanso y le hablaron para que fuera a trabajar,Staff,"2 agosto, 2023",https://laparadadigital.com/estatal-ejecutado-estaba-de-descanso-y-le-hablaron-para-que-fuera-a-trabajar/,"Noticias de Chihuahua.- El policía estatal que fue acribillado a balazos el pasado domingo en Juárez, estaba descansando pero lo activaron para que laborara en la custodia de un camión con cadetes que viajaron a Juárez. Allá lo mataron. Policías estatales comentaron que Sergio Martínez, a quien todos llamaban por el apodo de El Fibra,"
Vienen lluvias esta tarde-noche en gran parte de la entidad,Staff,"2 agosto, 2023",https://laparadadigital.com/vienen-lluvias-esta-tarde-noche-en-gran-parte-de-la-entidad/,"Noticias de Chihuahua.- La Coordinación Estatal de Protección Civil informa que, para la tarde-noche de miércoles 2 de agosto, se prevén lluvias de moderadas a puntualmente fuertes en varios municipios de la Sierra Tarahumara. Lo anterior, se debe a la influencia que el fenómeno del monzón mexicano mantiene sobre el noroeste de México, lo además"
Entregan cheque simbólico de Becas CAI’S,Staff,"2 agosto, 2023",https://laparadadigital.com/entregan-cheque-simbolico-de-becas-cais/,"Noticias de Chihuahua.- Con una inversión que ronda los 8 millones 500 mil pesos, este miércoles el presidente municipal de Chihuahua Marco Bonilla hizo entrega de manera simbólica de becas mensuales a 22 Centros de Atención Infantil y 16 centros de bienestar infantil, para beneficiar en total a más de mil 162 familias. En total,"
Ejecutan a hombre a la altura del km 180 Delicias a Chih,Iván C,"2 agosto, 2023",https://laparadadigital.com/ejecutan-a-hombre-a-la-altura-de-san-diego-de-alcala/,"Noticias de Chihuahua.- Una mujer ejecutada fue localizada esta tarde en la carretera a Delicias, el cuerpo presenta varias impactos de bala. Fueron los conductores quienes reportaron el hecho, al llegar agentes de diversas corporaciones confirmaron el hallazgo. Elementos de Fiscalía y SEMEFO realizaron el levantamiento del cuerpo y lo trasladaron hasta el C4."
"Lo reportaron maniatado, pero al llegar la policia, se levantó y ando",Iván C,"2 agosto, 2023",https://laparadadigital.com/lo-reportaron-maniatado-pero-al-llegar-la-policia-se-levanto-y-ando/,"Chihuahua, Chih.- Conductores que viajaban en la carretera Juárez – Chihuahua reportaron que a un costado de la carretera había un hombre aparentemente sin vida, atado y cubierto del rostro. De acuerdo a información proporcionada, agentes de la policía habrían acudido hasta el kilómetro 45 de la carretera mencionada, pero se desconoce si localizaron a"
"Nadie lo agarró, él se entregó y pidió despedirse de su ex en el panteón",Staff,"2 agosto, 2023",https://laparadadigital.com/nadie-lo-agarro-el-se-entrego-y-pidio-despedirse-de-su-ex-en-el-panteon/,"Noticias de Chihuahua.- Ricardo Cornelio I, presunto responsable de degollar a su expareja el sábado pasado, llamó ayer a la policía para entregarse, pero pidió que lo dejaran despedirse de ella en el panteón. Trascendió que fueron agentes municipales los que fueron por el presunto homicida al panteón donde sepultaron a la víctima. “No se"
Se topa municipal con encobijado en Vistas del Norte,Oscar K. Bermúdez,"2 agosto, 2023",https://laparadadigital.com/se-topa-municipal-con-encobijado-en-vistas-del-norte/,"Noticias de Chihuahua.- Un agente de la Policía Municipal que hacía su recorrido de vigilancia halló un cuerpo encobijado esta mañana, en las inmediaciones de la colonia Vistas del Norte. El cuerpo al parecer es de un hombre, el cual se encuentra envuelto en una cobija o sábana en color blanco, sujetada al parecer con"
"En Chihuahua, 19 de los policías asesinados este 2023",Staff,"2 agosto, 2023",https://laparadadigital.com/en-chihuahua-19-de-los-policias-asesinados-este-2023/,"Noticias de Chihuahua.–  Con el elemento de la Secretaría de Seguridad Pública Estatal que fue asesinado este domingo en un ataque en Ciudad Juárez, el estado de Chihuahua sigue siendo  uno de los estados donde más se han cometido este tipo de crímenes, sumando hasta ahora 19 de los 257 elementos policíacos que han fallecido"
Confirma Bonilla 17 homicidios en julio,Staff,"2 agosto, 2023",https://laparadadigital.com/confirma-bonilla-17-homicidios-en-julio/,"Noticias de Chihuahua.-  Con el asesinato de una madre de familia y sus dos hijos en las últimas horas del séptimo mes, el presidente municipal Marco Bonilla confirmó este martes que julio cerró con 17 homicidios, casi la mitad que la cifra que se registró el mes anterior. “Tuvimos un cierre complicado con 4 homicidios"
VIDEO: Rafaguean vivienda en el Cerro de la Cruz,Iván C,"1 agosto, 2023",https://laparadadigital.com/video-rafaguean-vivienda-en-el-cerro-de-la-cruz/,"Noticias de Chihuahua.- Sujetos armados dispararon esta noche contra una vivienda ubicada en la colonia Cerro de la Cruz, esto movilizó a elementos de la Guardia Nacional, Policía Municipal, Estatal y Ministerial. Fue entre las calles Privada de Mendez y 76, de momento no reportan personas lesionadas. En el lugar se lleva a cabo un"
EN VIVO: Trató trailero de ganarle al tren,Oscar K. Bermúdez,"1 agosto, 2023",https://laparadadigital.com/trato-trailero-de-ganarle-al-tren/,"Noticias de Chihuahua.- Un trailer fue arrastrado varios metros sobre la Avenida Juan Escutia, al norte de la ciudad, generando una intensa movilización de unidades de emergencia. Fue a la altura de las vías del tren, donde el trailero vio la oportunidad de ahorrarse unos minutos de su tiempo, pero por poco se ahorra la"
Captura grupo de la Policía Municipal a ex pareja por asesinato de Alondra,Iván C,"1 agosto, 2023",https://laparadadigital.com/captura-grupo-de-la-policia-municipal-a-ex-pareja-por-asesinato-de-alondra/,"Noticias de Chihuahua.- La Policia Municpal logró detener al presunto asesino de Alondra Leiva, la joven que fue asesinada a cuchilladas el sábado por la noche en la avenida de Las Industrias. De acuerdo a información preliminar la detención de Ricardo I. fue en Carrizalillo mientras deambulaba por la zona. El detenido es trasladado en"
Par de empistolados querían una “mamalona”; los atoraron,Staff,"1 agosto, 2023",https://laparadadigital.com/par-de-empistolados-querian-una-mamalona-los-atoraron/,"Noticias de Chihuahua.-. Policías municipales detuvieron a dos frustrados asaltantes, quienes intentaron apoderarse a punta de pistola de una troca Ford Super Duty, con placas del estado de Texas. Al conductor lo amenazaron cuando se encontraba en el estacionamiento de un centro comercial ubicado sobre el periférico de la Juventud y Politécnico Nacional. El incidente"
Presenta PAN su Plataforma Político-Electoral 2024,Staff,"1 agosto, 2023",https://laparadadigital.com/presenta-pan-su-plataforma-politico-electoral-2024/,"Noticias de Chihuahua.-  En ausencia de su presidente Gabriel Díaz, la secretaria general del Comité Directivo Estatal del Partido Acción Nacional, PAN, Margarita Alvídrez, presentó este martes a los integrantes de la Comisión Redactora de su Plataforma Electoral para el 2024. En rueda de prensa dio a conocer que la comisión será presidida por Saúl"
Peligro en D1: Desalojan a cientos por enorme fuga de gas,Iván C,"1 agosto, 2023",https://laparadadigital.com/peligro-en-d1-desalojan-a-cientos-por-enorme-fuga-de-gas/,"Noticias de Chihuahua.- Una peligrosa fuga de gas en Distrito 1 provocó el desalojo de cientos de personas del exclusivo completo. Personal de Protección Civil y Bomberos, así como de una empresa de gas acudieron rápidamente para detectar el origen de la fuga y controlarlo. Agentes de la Policía municipal están apoyando en las labores"
VIDEO: Incendio en mueblería deja 3 intoxicados,Iván C,"1 agosto, 2023",https://laparadadigital.com/video-incendio-en-muebleria-deja-3-intoxicados/,"Noticias de Chihuahua.- Un fuerte incendio en una fábrica de muebles al sur de la ciudad provocó que al menos tres personas resultaran intoxicadas, lo cual movilizó a los cuerpos de rescate. Fue en calles de la colonia Sierra Azul, donde se presentó el fuerte incendio, mismo que comenzó en la zona donde es colocado"
"Hasta 5 mdp de crédito a ‘famiempresas’,  Marco Bonilla",Staff,"1 agosto, 2023",https://laparadadigital.com/hasta-5-mdp-de-credito-a-famiempresas-marco-bonilla/,"Noticias de Chihuahua.- En apoyo a medianas y grandes empresas, esta mañana el presidente municipal de Chihuahua Marco Bonilla dio a conocer el programa de Fondo de Garantías Municipales, que ofrece a las personas interesadas créditos desde 500 mil pesos hasta 5 millones de pesos, con una tasa del 14.75 por ciento anual, a través"
Compara diputado los libros de tus hijos con el fentanilo,Staff,"1 agosto, 2023",https://laparadadigital.com/compara-diputado-los-libros-de-tus-hijos-con-el-fentanilo/,"Noticias de Chihuahua.- El peor daño que va a dejar este gobierno está en el sector educativo, está precisamente en esta Nueva Escuela Mexicana y sus libros de texto que están buscando adoctrinar a nuestros hijos con la mentalidad empobrecedora y victimista del régimen populista. Así lo declaró el diputado de Movimiento Ciudadano, Francisco Sánchez"
Cierra julio con 13 homicidios en la capital,Staff,"1 agosto, 2023",https://laparadadigital.com/cierra-julio-con-13-homicidios-en-la-capital/,"Noticias de Chihuahua.- Cierra la capital del estado con 13 homicidios ocurridos durante el séptimo mes del año, dijo el director de Seguridad Pública Municipal Julio César Salas. Detalló que solo en este delito “tenemos pronosticado el -64% en homicidios, pero también es importante visualizar los otros rubros”, esto en comparación con el mes anterior,"
Difunden imagen de supuesto hombre que degolló a su ex pareja,Iván C,"1 agosto, 2023",https://laparadadigital.com/difunden-imagen-de-supuesto-hombre-que-degollo-a-su-ex-pareja/,Noticias de Chihuahua.- A través de las redes sociales han difundido la imagen de quien supuestamente degolló a su ex pareja el pasado fin de semana en la avenida Las Industrias y Mina al norte de la ciudad. De acuerdo a las publicaciones el hombre responde a Ricardo Cornelio I. En las imagenes se muestra
EN VIVO: Atrapados en las alturas empleados de Innovak Global,Iván C,"1 agosto, 2023",https://laparadadigital.com/atrapados-en-las-alturas-empleados-de-inoval-global/,Noticias de Chihuahua.- Elementos de Bomberos y cuerpos de rescate llevaban a cabo un operativo en la empresa Innovak Global donde dos empleados de grúa quedaron atrapados en la parte más alta de la plataforma. Fue en el trayecto de la Lombardo Toledano y calle Liberación donde personal de la empresa de fabricación de productos
"Gilberto Loya se lava las manos, culpa a ‘La Línea’ de ataque a policías",Staff,"1 agosto, 2023",https://laparadadigital.com/gilberto-loya-se-lava-las-manos-culpa-a-la-linea-de-ataque-a-policias/,"Noticias de Chihuahua.- El titular de la Secretaría de Seguridad Pública del Estado, Gilberto Loya, declaró que los responsables de los ataque a balazos contra policías ocurridos el domingo en Cuauhtémoc y Juárez fueron los de La Línea. En rueda de prensa, el funcionario afirmó que los ataques contra los policías se derivan porque la"
Recuperan auto en la Tamborel; fue robado ayer,Iván C,"1 agosto, 2023",https://laparadadigital.com/recuperan-auto-en-la-tamborel-fue-robado-ayer/,"Noticias de Chihuahua.- Elementos de la Policía Vial atendían un reporte por auto sospechoso al sur de la ciudad, por lo que acudir hasta la calle Tamborel y 25 localizaron un vehículo robado. De acuerdo a los reportes preliminares el vehículo había sido robado ayer en el transcurso del día, se trata de un vehículo"
EN VIVO: Impacta a auto y lo saca de la Sacramento,Iván C,"1 agosto, 2023",https://laparadadigital.com/impacta-a-auto-y-lo-saca-de-pa-sacramento/,"Noticias de Chihuahua.- Un caos vial se generó hace unos momentos en la vialidad Sacramento y Teófilo Borunda, esto luego de que un vehículo Nissan, Sentra impactara contra un auto Chrysler, Sebry el cual salió proyectado hasta un terreno baldío. El choque fue en el sentido norte – sur, por fortuna no se reportaron personas"
PANICO AL NORTE: Dejaron ataques armados tres hombre y una madre sin vida; los identifican,Iván C,"1 agosto, 2023",https://laparadadigital.com/panico-al-norte-dejaron-ataques-armados-tres-hombre-y-una-madre-sin-vida-los-identifican/,"Noticias de Chihuahua. – Pasada la media noche de hoy martes, tres personas fueron ejecutadas al norte de la ciudad en dos ataques simultáneos, uno de ellos en la colonia Veteranos y el otro en Vistas del Norte. El primer ataque fue en La Veteranos donde sujetos armados ingresaron a una vivienda y dispararon en"
Dejó a su padre como coladera tras filerearlo en Jardines de Oriente,Iván C,"1 agosto, 2023",https://laparadadigital.com/dejo-a-su-padre-como-coladera-tras-filerearlo-en-jardines-de-oriente/,Noticias de Chihuahua.- Un hijo consumido por la ira decidió atacar a su propio padre un cuchillo causándole varias lesiones en diferentes partes del cuerpo. La escena sangrienta tuvo lugar en Jardines de Oriente en el interior de una vivienda ubicada en las calles Parque Pilatos y Parque España. De acuerdo a testigos de los
Balean a 2 carnales en CJ; uno murió otro queda herido,Staff,"31 julio, 2023",https://laparadadigital.com/balean-a-2-carnales-en-cj-uno-murio-otro-quera-herido/,"Noticias de Chihuahua.- Dos hermanos fueron baleados en Ciudad Juárez, uno murió y el otro quedó herido El ataque fue reportado a la policía minutos antes de las cuatro de la tarde, en las calles Juan de la Barrera y 8 de Mayo. El hombre que murió fue identificado con el nombre de Ubaldo S."
EN VIVO: Encontronazo en el Periférico Juventud destruye 5 autos,Iván C,"31 julio, 2023",https://laparadadigital.com/encontronazo-en-el-juventud-e-i-rodriguez-deja-4-autos-destruidos/,"Noticias de Chihuahua.- Una impresionante volcadura se registró esta tarde en el Periférico de la Juventud a la altura de la Ignacio Rodríguez donde como resultado varias personas quedaron lesionadas. El encontronazo se vieron involucrados una camioneta Toyota, un Nissan Marcha, Nissan Tida y un Jetta, esto ha generado un gran caos vehicular, ya que"
Alertan en redes por estafador que ofrece renta de casas,Staff,"31 julio, 2023",https://laparadadigital.com/alertan-en-redes-por-estafador-que-ofrece-renta-de-casas/,"Noticias de Chihuahua.- En las redes sociales se lanzó una alerta contra un estafador que dice tener casas en renta. Anteriormente ya lo habían denunciado públicamente pero sigue operando y engañando a la gente. Este es el caso más reciente del golpe que dio Ariel Antonio Fierro Suzuki, quien por cierto ya ha estado preso."
Vuelca Explorer; 1 muerto y un lesionado,Staff,"31 julio, 2023",https://laparadadigital.com/vuelca-explorer-1-muerto-y-un-lesionado-2/,"Noticias de Chihuahua.- Una persona sin vida y otra lesionada fue el saldo que dejó la volcadura de una camioneta Explorer, en la carretera que va de Jiménez al Ojo de Dolores. El accidente fue reportado a las autoridades, cerca del lugar conocido como Jacobo. La persona sin vida era quien conducía la camioneta. El"
Consigue de nuevo la DSPM acreditación CALEA,Staff,"31 julio, 2023",https://laparadadigital.com/consigue-de-nuevo-la-dspm-acreditacion-calea/,"Noticias de Chihuahua.- Al cumplir con los requerimientos que se solicitan a las corporaciones, la Dirección de Seguridad Pública Municipal (DSPM) consiguió de nuevo la acreditación de la Commission on Accreditation for Law Enforcement Agencies, CALEA, informó este lunes el titular de la corporación Julio César Salas González. En rueda de prensa informó que además"
Defendió chofer a degollada en Las Industrias casi le costo también la vida,Iván C,"31 julio, 2023",https://laparadadigital.com/defendio-chofer-a-degollada-en-las-industrias-casi-le-costo-tambien-la-vida/,"Noticias de Chihuahua.- Durante el brutal asesinato en contra de una mujer el pasado sábado entre la avenida Las Industrias y Mina La Princesa, un chofer del transporte público arriesgo su vida para tratar de salvarla. De acuerdo a la Fiscalía General del Estado un hombre al observar la agresión por parte de la ex"
Vuelca Explorer; 1 muerto y un lesionado,Staff,"31 julio, 2023",https://laparadadigital.com/vuelca-explorer-1-muerto-y-un-lesionado/,"Noticias de Chihuahua.- Una persona sin vida y otra lesionada fue el saldo que dejó la volcadura de una camioneta Explorer, en la carretera que va de Jiménez al Ojo de Dolores. El accidente fue reportado a las autoridades esta mañana, cerca del lugar conocido como Jacobo. La persona sin vida era quien conducía la"
Se manifiestan pacíficamente por el Cerro Grande,Staff,"31 julio, 2023",https://laparadadigital.com/se-manifiestan-pacificamente-por-el-cerro-grande/,"Noticias de Chihuahua.- Con la promesa de repetirlo en otras estaciones, integrantes de la asociación civil Salvemos a los cerros de Chihuahua se manifestaron en días pasados de manera pacífica, liberando algunas estaciones de la ruta troncal del sistema de transporte, como una forma de presionar a la declaratoria de era natural protegida del Cerro"
Clausuran bar “pirata”; buscaban a víctimas de trata,Staff,"31 julio, 2023",https://laparadadigital.com/clausuran-bar-pirata-buscaban-a-victimas-de-trata/,"Noticias de Chihuahua.- Con el fin de detectar posibles casos de trata de personas, la fiscalía del estado inspeccionó cinco centros nocturnos y clausuró un bar “pirata”. La autoridad informó que el bar clausurado se ubica en el kilómetro 10 de la carretera Chihuahua- Aldama, el cual no tenía ningún registro para su operación. En"
Viene renuncia masiva de custodios y policías de la SSPE; no llenan las convocatorias,Iván C,"31 julio, 2023",https://laparadadigital.com/viene-renuncia-masiva-de-custodios-y-policias-de-la-sspe-no-llenan-las-convocatorias/,"Noticias de Chihuahua. – Desde la Secretaría de Seguridad Pública Estatal han reportado los elementos que están cansados de estar cubriendo labores a las que en un principio no fueron contratados, como es el cuidado de los centros penitenciarios. Resulta que a pesar de la «espectacular» convocatoria para reclutar más de 100 elementos para los"
Mataron a 11 ayer durante ataques a la SSPE,Iván C,"31 julio, 2023",https://laparadadigital.com/mataron-a-11-ayer-durante-ataques-a-la-sspe/,"Noticias de Chihuahua.- Los diferentes ataques armados que se presentaron principalmente en Ciudad Juárez y Cuauhtémoc dejaron un total de 11 personas ejecutadas al mero estilo del crimen organizado. Fue la Secretaría de Seguridad Pública Estatal quien confirmó el número de asesinatos, de los cuales 9 tuvieron registro en Ciudad Juárez, uno más en Saucillo"
VIDEO: «Al suelo» «al suelo» quedan reporteros en medio de balacera entre sicarios y estatales en Juárez,Iván C,"31 julio, 2023",https://laparadadigital.com/video-al-suelo-al-suelo-quedan-reporteros-en-medio-de-balacera-entre-sicarios-y-estatales-en-juarez/,"Noticias de Chihuahua.- Un enfrentamiento armado afuera del Cereso 3 de Ciudad Juárez entre varios sicarios y policías estatales dejó como saldo un agente asesinado, esto en el cruce del Bulevard Óscar Flores Sánchez y Barranco Azul. Todas las corporaciones policiales y militares se sumaron al operativo para respaldar a sus compañeros, durante los tiiroteos"
Emboscan a estatales en Rubio y Juárez; 1 muerto y 3 heridos,Staff,"31 julio, 2023",https://laparadadigital.com/emboscan-a-estatales-en-rubio-y-juarez-1-muerto-y-3-heridos/,"Noticias de Chihuahua.- Un policía muerto y tres heridos, así como un probable sicario abatido, fue el saldo de diversos ataques a balazos en contra de agentes estatales que ocurrieron ayer en el municipio de Cuauhtémoc y en Ciudad Juárez. En la comunidad de Álvaro Obregón, policías del estado fueron atacados a balazos y uno"
